source	relation	target	gt	type	AllYes	AllNo	AllRandom
sheath_1	has_part	tangelo_2	-1	CS	1.0	0.0	0.49
colombia_1	type_of	fiddle_1	-1	CS	1.0	0.0	0.16
nibelung_2	type_of	fiddle_1	-1	CS	1.0	0.0	0.79
abdias_2	has_instance	main_file_1	-1	CS	1.0	0.0	0.44
genus_erythrina_1	has_instance	main_file_1	-1	CS	1.0	0.0	0.91
refusal_1	type_of	atmospheric_electricity_1	-1	CS	1.0	0.0	0.57
otaria_byronia_1	type_of	atmospheric_electricity_1	-1	CS	1.0	0.0	0.21
pistia_1	has_instance	pension_2	-1	CS	1.0	0.0	0.52
licence_4	has_instance	pension_2	-1	CS	1.0	0.0	0.91
fort_5	has_instance	aliveness_1	-1	CS	1.0	0.0	0.54
lovage_2	has_instance	aliveness_1	-1	CS	1.0	0.0	0.72
conurbation_1	has_instance	beatles_1	-1	CS	1.0	0.0	0.37
arteria_colica_1	has_instance	beatles_1	-1	CS	1.0	0.0	0.23
genus_paralichthys_1	type_of	civil_right_1	-1	CS	1.0	0.0	0.38
scalp_2	type_of	civil_right_1	-1	CS	1.0	0.0	0.97
botany_2	has_part	face_11	-1	CS	1.0	0.0	0.3
cardiovascular_system_1	has_part	face_11	-1	CS	1.0	0.0	0.35
dock_7	type_of	celestial_point_1	-1	CS	1.0	0.0	0.52
embellished_1	type_of	celestial_point_1	-1	CS	1.0	0.0	0.67
braid_1	part_of	al_1	-1	CS	1.0	0.0	0.54
lend_2	part_of	al_1	-1	CS	1.0	0.0	0.53
rosid_dicot_genus_1	has_instance	backstitch_1	-1	CS	1.0	0.0	0.95
wax_4	has_instance	backstitch_1	-1	CS	1.0	0.0	0.32
genus_drosophila_1	type_of	champaign_1	-1	CS	1.0	0.0	0.09
cleridae_1	type_of	champaign_1	-1	CS	1.0	0.0	0.03
brassica_1	type_of	address_6	-1	CS	1.0	0.0	0.45
office_of_inspector_general_1	type_of	address_6	-1	CS	1.0	0.0	0.56
softball_2	has_instance	cervical_smear_1	-1	CS	1.0	0.0	0.34
clipping_1	has_instance	cervical_smear_1	-1	CS	1.0	0.0	0.31
dance_5	has_instance	field_1	-1	CS	1.0	0.0	0.93
mammal_genus_1	has_instance	field_1	-1	CS	1.0	0.0	0.87
autumn_1	type_of	vine_1	-1	CS	1.0	0.0	0.94
good_health_1	type_of	vine_1	-1	CS	1.0	0.0	0.66
bench_3	type_of	major_planet_1	-1	CS	1.0	0.0	0.9
utility_4	type_of	major_planet_1	-1	CS	1.0	0.0	0.2
cleridae_1	domain_region	libido_1	-1	CS	1.0	0.0	0.45
come_down_1	domain_region	libido_1	-1	CS	1.0	0.0	0.24
state_capital_1	type_of	pigment_3	-1	CS	1.0	0.0	0.29
biological_science_1	type_of	pigment_3	-1	CS	1.0	0.0	0.49
churl_2	has_part	head_34	-1	CS	1.0	0.0	0.66
tangerine_1	has_part	head_34	-1	CS	1.0	0.0	0.18
family_thelypteridaceae_1	has_instance	black_beech_1	-1	CS	1.0	0.0	0.88
rosid_dicot_genus_1	has_instance	black_beech_1	-1	CS	1.0	0.0	0.59
seek_6	has_instance	hand_dye_1	-1	CS	1.0	0.0	0.19
supremacist_1	has_instance	hand_dye_1	-1	CS	1.0	0.0	0.01
reptile_family_1	has_instance	theban_2	-1	CS	1.0	0.0	0.67
solar_radiation_1	has_instance	theban_2	-1	CS	1.0	0.0	0.75
vespertilian_bat_1	member_meronym	genus_tsuga_1	-1	CS	1.0	0.0	0.18
coprinaceae_1	member_meronym	genus_tsuga_1	-1	CS	1.0	0.0	0.22
brassica_rapa_1	type_of	erica_1	-1	CS	1.0	0.0	0.94
order_umbellales_1	type_of	erica_1	-1	CS	1.0	0.0	0.57
communist_1	type_of	eared_seal_1	-1	CS	1.0	0.0	0.75
national_capital_1	type_of	eared_seal_1	-1	CS	1.0	0.0	0.8
furan_1	member_meronym	peromyscus_leucopus_1	-1	CS	1.0	0.0	0.58
leucothoe_racemosa_1	member_meronym	peromyscus_leucopus_1	-1	CS	1.0	0.0	0.83
distributor_cap_1	has_instance	bullion_1	-1	CS	1.0	0.0	0.58
heat_shield_1	has_instance	bullion_1	-1	CS	1.0	0.0	0.11
hostile_1	type_of	aggress_1	-1	CS	1.0	0.0	0.38
national_capital_1	type_of	aggress_1	-1	CS	1.0	0.0	0.51
medford_2	type_of	gnawer_1	-1	CS	1.0	0.0	0.16
accommodate_2	type_of	gnawer_1	-1	CS	1.0	0.0	0.55
snake_6	type_of	amplify_1	-1	CS	1.0	0.0	0.09
toledo_1	type_of	amplify_1	-1	CS	1.0	0.0	0.88
family_hydrophidae_1	has_instance	episode_2	-1	CS	1.0	0.0	0.29
australian_chestnut_1	has_instance	episode_2	-1	CS	1.0	0.0	0.61
food_court_1	has_instance	spanish_mackerel_2	-1	CS	1.0	0.0	0.24
airship_1	has_instance	spanish_mackerel_2	-1	CS	1.0	0.0	0.49
unit_6	part_of	skiing_1	-1	CS	1.0	0.0	0.7
south_american_indian_1	part_of	skiing_1	-1	CS	1.0	0.0	0.61
curved_1	has_instance	pop_fly_1	-1	CS	1.0	0.0	0.82
liliopsid_genus_1	has_instance	pop_fly_1	-1	CS	1.0	0.0	0.84
myxosporidia_1	type_of	appearance_1	-1	CS	1.0	0.0	0.51
bead_1	type_of	appearance_1	-1	CS	1.0	0.0	0.29
yorktwon_1	has_instance	multiplicative_inverse_1	-1	CS	1.0	0.0	0.5
butterfly_plant_1	has_instance	multiplicative_inverse_1	-1	CS	1.0	0.0	0.02
hawkweed_2	type_of	chest_2	-1	CS	1.0	0.0	0.46
merchandise_1	type_of	chest_2	-1	CS	1.0	0.0	0.55
family_phyllocladaceae_1	has_part	vanishing_point_2	-1	CS	1.0	0.0	0.83
sound_law_1	has_part	vanishing_point_2	-1	CS	1.0	0.0	0.86
perception_5	member_meronym	cynopterus_sphinx_1	-1	CS	1.0	0.0	0.03
impel_2	member_meronym	cynopterus_sphinx_1	-1	CS	1.0	0.0	0.21
pitched_battle_1	has_instance	waggon_1	-1	CS	1.0	0.0	0.72
dock_8	has_instance	waggon_1	-1	CS	1.0	0.0	0.45
plecopteran_1	has_instance	genus_veronica_1	-1	CS	1.0	0.0	0.88
art_1	has_instance	genus_veronica_1	-1	CS	1.0	0.0	0.39
yoke_4	domain_region	law_practice_1	-1	CS	1.0	0.0	0.44
cape_1	domain_region	law_practice_1	-1	CS	1.0	0.0	0.91
britain_1	type_of	wood_1	-1	CS	1.0	0.0	0.57
city_1	type_of	wood_1	-1	CS	1.0	0.0	0.48
genus_sus_1	has_part	overhead_5	-1	CS	1.0	0.0	0.52
capital_of_belarus_1	has_part	overhead_5	-1	CS	1.0	0.0	0.89
genus_trautvetteria_1	has_part	sassafras_2	-1	CS	1.0	0.0	0.29
religious_order_1	has_part	sassafras_2	-1	CS	1.0	0.0	0.01
cut_16	has_instance	cyperus_longus_1	-1	CS	1.0	0.0	0.71
baby_doctor_1	has_instance	cyperus_longus_1	-1	CS	1.0	0.0	0.62
bag_3	subordinate_instance_of	doctor_5	-1	CS	1.0	0.0	0.17
family_orchidaceae_1	subordinate_instance_of	doctor_5	-1	CS	1.0	0.0	0.33
trans_fatty_acid_1	has_instance	fallopian_tube_1	-1	CS	1.0	0.0	0.59
adjustment_3	has_instance	fallopian_tube_1	-1	CS	1.0	0.0	0.15
untidiness_1	domain_region	military_training_1	-1	CS	1.0	0.0	0.52
low_explosive_1	domain_region	military_training_1	-1	CS	1.0	0.0	0.02
descriptive_2	type_of	mail_4	-1	CS	1.0	0.0	0.09
adventurer_2	type_of	mail_4	-1	CS	1.0	0.0	1.0
box_1	has_instance	add_3	-1	CS	1.0	0.0	0.82
american_oriole_1	has_instance	add_3	-1	CS	1.0	0.0	0.04
battle_of_poitiers_1	has_instance	convert_3	-1	CS	1.0	0.0	0.47
dryden_1	has_instance	convert_3	-1	CS	1.0	0.0	0.29
fennic_1	type_of	medical_aid_1	-1	CS	1.0	0.0	0.12
keurboom_1	type_of	medical_aid_1	-1	CS	1.0	0.0	0.87
skeletal_muscle_1	type_of	spice_4	-1	CS	1.0	0.0	0.02
dilleniid_dicot_genus_1	type_of	spice_4	-1	CS	1.0	0.0	0.32
control_10	type_of	priest_1	-1	CS	1.0	0.0	0.59
wild_flower_1	type_of	priest_1	-1	CS	1.0	0.0	0.2
naval_commander_1	type_of	pitcher_plant_1	-1	CS	1.0	0.0	0.61
ranch_hand_1	type_of	pitcher_plant_1	-1	CS	1.0	0.0	0.38
nahuatl_1	type_of	edge_7	-1	CS	1.0	0.0	0.16
read_3	type_of	edge_7	-1	CS	1.0	0.0	0.21
focalisation_2	type_of	flame_flower_2	-1	CS	1.0	0.0	0.88
jurisprudence_2	type_of	flame_flower_2	-1	CS	1.0	0.0	0.79
condensate_1	type_of	assay_2	-1	CS	1.0	0.0	0.79
demodulator_1	type_of	assay_2	-1	CS	1.0	0.0	0.63
family_iridaceae_1	has_part	magnetic_stripe_1	-1	CS	1.0	0.0	0.91
apostelic_father_1	has_part	magnetic_stripe_1	-1	CS	1.0	0.0	0.97
mismatched_1	type_of	grass_5	-1	CS	1.0	0.0	0.96
quality_1	type_of	grass_5	-1	CS	1.0	0.0	0.76
chrysolophus_1	similar_to	dainty_2	-1	CS	1.0	0.0	0.23
judicial_writ_1	similar_to	dainty_2	-1	CS	1.0	0.0	0.89
arteria_centralis_retinae_1	type_of	redemption_1	-1	CS	1.0	0.0	0.36
genus_lepiota_1	type_of	redemption_1	-1	CS	1.0	0.0	0.79
reducer_1	part_of	bible_1	-1	CS	1.0	0.0	0.59
traffic_cop_1	part_of	bible_1	-1	CS	1.0	0.0	0.34
sport_4	has_instance	ai_1	-1	CS	1.0	0.0	0.19
italia_1	has_instance	ai_1	-1	CS	1.0	0.0	0.48
harlem_river_1	has_instance	bergen_1	-1	CS	1.0	0.0	0.7
philippines_1	has_instance	bergen_1	-1	CS	1.0	0.0	0.95
photography_1	type_of	aviate_1	-1	CS	1.0	0.0	0.56
divorcee_1	type_of	aviate_1	-1	CS	1.0	0.0	0.64
psychoanalytic_process_1	has_instance	little_skate_1	-1	CS	1.0	0.0	0.07
myositis_trichinosa_1	has_instance	little_skate_1	-1	CS	1.0	0.0	0.01
maiger_1	has_instance	artistic_style_1	-1	CS	1.0	0.0	0.06
exhortation_2	has_instance	artistic_style_1	-1	CS	1.0	0.0	0.94
literature_1	domain_region	stop_19	-1	CS	1.0	0.0	0.88
california_bay_tree_1	domain_region	stop_19	-1	CS	1.0	0.0	0.99
dilleniid_dicot_genus_1	type_of	somatic_cell_1	-1	CS	1.0	0.0	0.41
channukah_1	type_of	somatic_cell_1	-1	CS	1.0	0.0	0.29
dirty_war_1	has_instance	cordia_alliodora_1	-1	CS	1.0	0.0	0.49
minimalist_3	has_instance	cordia_alliodora_1	-1	CS	1.0	0.0	0.96
asternal_1	member_meronym	devil_s_milk_2	-1	CS	1.0	0.0	0.45
ester_1	member_meronym	devil_s_milk_2	-1	CS	1.0	0.0	0.35
aster_family_1	type_of	dicot_family_1	-1	CS	1.0	0.0	0.59
prepare_7	type_of	dicot_family_1	-1	CS	1.0	0.0	0.55
oxeye_2	has_instance	sublimation_2	-1	CS	1.0	0.0	0.49
archipelago_1	has_instance	sublimation_2	-1	CS	1.0	0.0	0.48
armor_plate_1	type_of	textile_machine_1	-1	CS	1.0	0.0	0.02
professional_golf_1	type_of	textile_machine_1	-1	CS	1.0	0.0	0.48
martingale_1	member_meronym	blister_beetle_1	-1	CS	1.0	0.0	0.68
crest_3	member_meronym	blister_beetle_1	-1	CS	1.0	0.0	0.96
breakstone_1	has_part	share_1	-1	CS	1.0	0.0	0.54
river_styx_1	has_part	share_1	-1	CS	1.0	0.0	0.06
compose_3	has_instance	dryden_1	-1	CS	1.0	0.0	0.74
doc_1	has_instance	dryden_1	-1	CS	1.0	0.0	0.29
city_1	has_instance	cornerstone_3	-1	CS	1.0	0.0	0.24
legislator_1	has_instance	cornerstone_3	-1	CS	1.0	0.0	0.35
lymphatic_tissue_1	type_of	animal_order_1	-1	CS	1.0	0.0	0.75
industrialist_1	type_of	animal_order_1	-1	CS	1.0	0.0	0.79
presence_1	member_meronym	castanopsis_1	-1	CS	1.0	0.0	0.41
dipteran_1	member_meronym	castanopsis_1	-1	CS	1.0	0.0	0.59
melanerpes_erythrocephalus_1	similar_to	epizootic_1	-1	CS	1.0	0.0	0.41
saginaw_1	similar_to	epizootic_1	-1	CS	1.0	0.0	0.6
drink_5	has_instance	branchiobdella_1	-1	CS	1.0	0.0	0.69
wildfowl_1	has_instance	branchiobdella_1	-1	CS	1.0	0.0	0.87
aquatic_vertebrate_1	has_instance	schlemiel_1	-1	CS	1.0	0.0	0.4
input_1	has_instance	schlemiel_1	-1	CS	1.0	0.0	0.77
dilleniid_dicot_genus_1	part_of	circus_3	-1	CS	1.0	0.0	0.27
autarchy_1	part_of	circus_3	-1	CS	1.0	0.0	0.56
asterid_dicot_family_1	domain_region	legalisation_1	-1	CS	1.0	0.0	0.1
disc_1	domain_region	legalisation_1	-1	CS	1.0	0.0	0.46
apatura_1	domain_topic	slave_market_1	-1	CS	1.0	0.0	0.49
camassia_leichtlinii_1	domain_topic	slave_market_1	-1	CS	1.0	0.0	0.67
heritable_1	subordinate_instance_of	apostle_2	-1	CS	1.0	0.0	0.91
crop_2	subordinate_instance_of	apostle_2	-1	CS	1.0	0.0	0.99
city_1	has_instance	blasphemy_1	-1	CS	1.0	0.0	0.89
douse_1	has_instance	blasphemy_1	-1	CS	1.0	0.0	0.94
scientific_theory_1	domain_region	minimalist_3	-1	CS	1.0	0.0	0.02
family_pinnotheridae_1	domain_region	minimalist_3	-1	CS	1.0	0.0	0.63
report_3	subordinate_instance_of	desert_3	-1	CS	1.0	0.0	0.9
aircraft_1	subordinate_instance_of	desert_3	-1	CS	1.0	0.0	0.44
crusader_1	has_instance	pteropsida_1	-1	CS	1.0	0.0	0.89
genus_2	has_instance	pteropsida_1	-1	CS	1.0	0.0	0.92
capital_of_the_russian_federation_1	type_of	communicate_2	-1	CS	1.0	0.0	0.33
cookery_1	type_of	communicate_2	-1	CS	1.0	0.0	0.78
britain_1	has_instance	acquaintance_2	-1	CS	1.0	0.0	0.27
alopiidae_1	has_instance	acquaintance_2	-1	CS	1.0	0.0	0.98
danger_2	subordinate_instance_of	manifestation_1	-1	CS	1.0	0.0	0.34
lesser_sunda_islands_1	subordinate_instance_of	manifestation_1	-1	CS	1.0	0.0	0.33
eastern_hop_hornbeam_1	member_meronym	acanthopterygian_1	-1	CS	1.0	0.0	0.45
azerbaijan_1	member_meronym	acanthopterygian_1	-1	CS	1.0	0.0	0.22
papilionoideae_1	type_of	fly_6	-1	CS	1.0	0.0	0.74
rambotan_2	type_of	fly_6	-1	CS	1.0	0.0	0.74
new_world_monkey_1	type_of	anuran_1	-1	CS	1.0	0.0	0.64
statistics_1	type_of	anuran_1	-1	CS	1.0	0.0	0.99
takeout_2	similar_to	man_to_man_2	-1	CS	1.0	0.0	0.02
quaver_1	similar_to	man_to_man_2	-1	CS	1.0	0.0	0.48
buffalo_3	type_of	learned_reaction_1	-1	CS	1.0	0.0	0.71
advertise_2	type_of	learned_reaction_1	-1	CS	1.0	0.0	0.43
family_gesneriaceae_1	type_of	field_mouse_1	-1	CS	1.0	0.0	0.67
grampus_1	type_of	field_mouse_1	-1	CS	1.0	0.0	0.37
jan_1	type_of	calculation_2	-1	CS	1.0	0.0	0.09
fern_genus_1	type_of	calculation_2	-1	CS	1.0	0.0	0.12
city_1	part_of	retina_1	-1	CS	1.0	0.0	0.93
bee_1	part_of	retina_1	-1	CS	1.0	0.0	0.47
math_1	has_instance	defence_2	-1	CS	1.0	0.0	0.39
genus_linnaea_1	has_instance	defence_2	-1	CS	1.0	0.0	0.17
annelid_1	has_instance	ameer_1	-1	CS	1.0	0.0	0.14
bottle_up_1	has_instance	ameer_1	-1	CS	1.0	0.0	0.46
percussion_1	member_meronym	copper_beech_1	-1	CS	1.0	0.0	0.45
britain_1	member_meronym	copper_beech_1	-1	CS	1.0	0.0	0.33
fagus_1	type_of	sandpiper_1	-1	CS	1.0	0.0	0.82
acridid_1	type_of	sandpiper_1	-1	CS	1.0	0.0	0.49
seat_4	member_meronym	bluethroat_pikeblenny_1	-1	CS	1.0	0.0	0.07
have_not_1	member_meronym	bluethroat_pikeblenny_1	-1	CS	1.0	0.0	0.74
space_3	member_meronym	marco_polo_s_sheep_1	-1	CS	1.0	0.0	0.62
island_1	member_meronym	marco_polo_s_sheep_1	-1	CS	1.0	0.0	0.8
betray_1	has_instance	genus_psaltriparus_1	-1	CS	1.0	0.0	0.24
genus_guevina_1	has_instance	genus_psaltriparus_1	-1	CS	1.0	0.0	0.96
monogenic_disease_1	has_instance	ileus_1	-1	CS	1.0	0.0	0.02
spider_1	has_instance	ileus_1	-1	CS	1.0	0.0	0.49
computer_science_1	has_instance	portrait_3	-1	CS	1.0	0.0	0.7
disseminated_multiple_sclerosis_1	has_instance	portrait_3	-1	CS	1.0	0.0	0.04
mollusk_family_1	has_part	bitt_1	-1	CS	1.0	0.0	0.48
parthenon_1	has_part	bitt_1	-1	CS	1.0	0.0	0.25
cape_marigold_1	has_instance	change_surface_1	-1	CS	1.0	0.0	0.07
push_11	has_instance	change_surface_1	-1	CS	1.0	0.0	0.39
port_5	domain_topic	ladino_1	-1	CS	1.0	0.0	0.98
differentiated_1	domain_topic	ladino_1	-1	CS	1.0	0.0	0.63
amphibia_1	has_instance	consubstantiate_1	-1	CS	1.0	0.0	0.02
assay_3	has_instance	consubstantiate_1	-1	CS	1.0	0.0	0.31
armed_forces_1	member_meronym	family_gliridae_1	-1	CS	1.0	0.0	0.38
blessed_virgin_1	member_meronym	family_gliridae_1	-1	CS	1.0	0.0	0.18
genus_amaryllis_1	member_meronym	microchiroptera_1	-1	CS	1.0	0.0	0.81
bluebell_1	member_meronym	microchiroptera_1	-1	CS	1.0	0.0	0.03
black_bream_1	part_of	vessel_2	-1	CS	1.0	0.0	0.76
mechanism_4	part_of	vessel_2	-1	CS	1.0	0.0	0.13
yard_7	type_of	center_3	-1	CS	1.0	0.0	0.16
family_mustelidae_1	type_of	center_3	-1	CS	1.0	0.0	0.21
star_4	type_of	rock_rose_2	-1	CS	1.0	0.0	0.28
kinglet_1	type_of	rock_rose_2	-1	CS	1.0	0.0	0.32
teacher_student_relation_1	has_instance	hirundo_nigricans_1	-1	CS	1.0	0.0	0.49
ptilonorhynchus_violaceus_1	has_instance	hirundo_nigricans_1	-1	CS	1.0	0.0	0.22
flower_2	member_meronym	department_2	-1	CS	1.0	0.0	0.58
triggerfish_1	member_meronym	department_2	-1	CS	1.0	0.0	0.68
organist_1	subordinate_instance_of	chinese_deity_1	-1	CS	1.0	0.0	0.07
warble_fly_1	subordinate_instance_of	chinese_deity_1	-1	CS	1.0	0.0	0.29
monophysitism_1	has_instance	fortune_cookie_1	-1	CS	1.0	0.0	0.95
plot_6	has_instance	fortune_cookie_1	-1	CS	1.0	0.0	0.08
verbena_1	has_instance	itinerary_1	-1	CS	1.0	0.0	0.77
greenwich_village_1	has_instance	itinerary_1	-1	CS	1.0	0.0	0.76
flow_9	domain_region	kick_6	-1	CS	1.0	0.0	0.33
northumbria_1	domain_region	kick_6	-1	CS	1.0	0.0	0.83
business_2	has_instance	staff_3	-1	CS	1.0	0.0	0.37
delhi_1	has_instance	staff_3	-1	CS	1.0	0.0	0.67
common_mackerel_1	has_part	lock_9	-1	CS	1.0	0.0	0.5
hood_ornament_1	has_part	lock_9	-1	CS	1.0	0.0	0.21
lieutenant_2	type_of	fish_genus_1	-1	CS	1.0	0.0	0.08
scheelite_1	type_of	fish_genus_1	-1	CS	1.0	0.0	0.02
bed_cover_1	type_of	topmast_1	-1	CS	1.0	0.0	0.74
didelphis_1	type_of	topmast_1	-1	CS	1.0	0.0	0.56
laws_1	type_of	sound_11	-1	CS	1.0	0.0	0.87
harmony_2	type_of	sound_11	-1	CS	1.0	0.0	0.82
pot_1	type_of	end_5	-1	CS	1.0	0.0	0.84
gambling_den_1	type_of	end_5	-1	CS	1.0	0.0	0.04
gay_woman_1	has_instance	cover_2	-1	CS	1.0	0.0	0.86
aristolochia_clematitis_1	has_instance	cover_2	-1	CS	1.0	0.0	0.95
navigation_3	type_of	determine_3	-1	CS	1.0	0.0	0.51
asp_2	type_of	determine_3	-1	CS	1.0	0.0	0.1
aristotelia_racemosa_1	part_of	basketball_1	-1	CS	1.0	0.0	0.88
adulthood_1	part_of	basketball_1	-1	CS	1.0	0.0	0.18
american_beech_1	type_of	malevolence_2	-1	CS	1.0	0.0	0.25
garden_tool_1	type_of	malevolence_2	-1	CS	1.0	0.0	0.75
displace_3	type_of	ligneous_plant_1	-1	CS	1.0	0.0	0.1
genus_oryctolagus_1	type_of	ligneous_plant_1	-1	CS	1.0	0.0	0.65
capital_of_iran_1	member_meronym	oxyuranus_scutellatus_1	-1	CS	1.0	0.0	0.15
prescript_1	member_meronym	oxyuranus_scutellatus_1	-1	CS	1.0	0.0	0.01
cowpox_1	member_meronym	class_filicinae_1	-1	CS	1.0	0.0	0.99
keep_back_3	member_meronym	class_filicinae_1	-1	CS	1.0	0.0	0.38
vesicant_1	member_meronym	family_phallaceae_1	-1	CS	1.0	0.0	0.15
opossum_2	member_meronym	family_phallaceae_1	-1	CS	1.0	0.0	0.15
gran_1	type_of	harm_1	-1	CS	1.0	0.0	0.54
consume_1	type_of	harm_1	-1	CS	1.0	0.0	0.3
arecaceae_1	has_instance	weekend_2	-1	CS	1.0	0.0	0.86
literature_1	has_instance	weekend_2	-1	CS	1.0	0.0	0.5
genus_andromeda_1	part_of	res_1	-1	CS	1.0	0.0	0.36
bid_1	part_of	res_1	-1	CS	1.0	0.0	0.29
manatee_1	domain_region	lead_line_1	-1	CS	1.0	0.0	0.21
quality_1	domain_region	lead_line_1	-1	CS	1.0	0.0	0.93
cattie_1	type_of	educatee_1	-1	CS	1.0	0.0	0.7
edging_1	type_of	educatee_1	-1	CS	1.0	0.0	0.45
silver_tree_2	has_instance	stirrup_1	-1	CS	1.0	0.0	0.7
paternalism_1	has_instance	stirrup_1	-1	CS	1.0	0.0	0.35
film_3	has_instance	dhodhekanisos_1	-1	CS	1.0	0.0	0.59
controversialist_1	has_instance	dhodhekanisos_1	-1	CS	1.0	0.0	0.5
attention_getting_1	type_of	libyan_monetary_unit_1	-1	CS	1.0	0.0	0.16
family_tetraonidae_1	type_of	libyan_monetary_unit_1	-1	CS	1.0	0.0	0.86
music_1	part_of	america_1	-1	CS	1.0	0.0	0.73
strike_2	part_of	america_1	-1	CS	1.0	0.0	0.15
mary_queen_of_scots_1	has_instance	trainbearer_1	-1	CS	1.0	0.0	0.22
family_graminaceae_1	has_instance	trainbearer_1	-1	CS	1.0	0.0	0.6
britain_1	has_instance	occupant_1	-1	CS	1.0	0.0	0.41
up_7	has_instance	occupant_1	-1	CS	1.0	0.0	0.07
aliyah_1	domain_region	fast_of_ab_1	-1	CS	1.0	0.0	0.73
orchid_1	domain_region	fast_of_ab_1	-1	CS	1.0	0.0	0.66
hog_plum_4	type_of	composition_4	-1	CS	1.0	0.0	0.36
transience_1	type_of	composition_4	-1	CS	1.0	0.0	0.84
divorce_lawyer_1	has_instance	snow_3	-1	CS	1.0	0.0	0.89
little_sioux_river_1	has_instance	snow_3	-1	CS	1.0	0.0	0.71
genus_lactarius_1	subordinate_instance_of	town_1	-1	CS	1.0	0.0	0.41
daleth_1	subordinate_instance_of	town_1	-1	CS	1.0	0.0	0.5
experimenter_1	has_instance	fugue_1	-1	CS	1.0	0.0	0.14
asterid_dicot_genus_1	has_instance	fugue_1	-1	CS	1.0	0.0	0.4
legal_code_1	part_of	gyrostabiliser_1	-1	CS	1.0	0.0	0.91
genus_pristis_1	part_of	gyrostabiliser_1	-1	CS	1.0	0.0	0.56
arenavirus_1	has_instance	luda_1	-1	CS	1.0	0.0	0.96
filet_4	has_instance	luda_1	-1	CS	1.0	0.0	0.15
gnaw_1	similar_to	inferior_4	-1	CS	1.0	0.0	0.52
kumasi_1	similar_to	inferior_4	-1	CS	1.0	0.0	0.51
give_16	member_meronym	bitterwood_2	-1	CS	1.0	0.0	0.02
card_game_1	member_meronym	bitterwood_2	-1	CS	1.0	0.0	0.29
genus_megaderma_1	type_of	afflict_1	-1	CS	1.0	0.0	0.95
salvage_3	type_of	afflict_1	-1	CS	1.0	0.0	0.47
rhea_3	type_of	bring_in_1	-1	CS	1.0	0.0	0.22
buckthorn_1	type_of	bring_in_1	-1	CS	1.0	0.0	0.76
defense_secretary_2	type_of	bark_1	-1	CS	1.0	0.0	0.25
mantle_1	type_of	bark_1	-1	CS	1.0	0.0	0.16
cave_myotis_1	type_of	monetary_unit_1	-1	CS	1.0	0.0	0.01
dracocephalum_1	type_of	monetary_unit_1	-1	CS	1.0	0.0	0.13
gyromitra_infula_1	type_of	discover_4	-1	CS	1.0	0.0	0.84
audiotape_1	type_of	discover_4	-1	CS	1.0	0.0	0.27
acanthocybium_solandri_1	has_instance	cardamom_1	-1	CS	1.0	0.0	0.61
declare_1	has_instance	cardamom_1	-1	CS	1.0	0.0	0.49
grebe_1	member_meronym	archosargus_probatocephalus_1	-1	CS	1.0	0.0	0.4
valence_2	member_meronym	archosargus_probatocephalus_1	-1	CS	1.0	0.0	0.88
viticulturist_1	type_of	melon_1	-1	CS	1.0	0.0	0.56
genus_paspalum_1	type_of	melon_1	-1	CS	1.0	0.0	0.34
tidal_river_1	has_instance	aquatics_1	-1	CS	1.0	0.0	0.98
family_lepidobotryaceae_1	has_instance	aquatics_1	-1	CS	1.0	0.0	0.87
genus_hydrilla_1	subordinate_instance_of	cantilever_bridge_1	-1	CS	1.0	0.0	0.62
say_1	subordinate_instance_of	cantilever_bridge_1	-1	CS	1.0	0.0	0.23
deprive_3	type_of	show_11	-1	CS	1.0	0.0	0.01
worship_4	type_of	show_11	-1	CS	1.0	0.0	0.8
alpha_adrenergic_receptor_1	has_instance	pompey_2	-1	CS	1.0	0.0	0.29
doctor_patient_relation_1	has_instance	pompey_2	-1	CS	1.0	0.0	0.6
chemical_science_1	has_instance	mod_con_1	-1	CS	1.0	0.0	0.56
art_historian_1	has_instance	mod_con_1	-1	CS	1.0	0.0	0.87
jurisprudence_2	has_instance	vaudevillian_1	-1	CS	1.0	0.0	0.05
family_orchidaceae_1	has_instance	vaudevillian_1	-1	CS	1.0	0.0	0.49
snapper_5	type_of	electromagnetic_radiation_1	-1	CS	1.0	0.0	0.9
old_testament_1	type_of	electromagnetic_radiation_1	-1	CS	1.0	0.0	0.43
montana_1	has_instance	enjoyment_1	-1	CS	1.0	0.0	0.65
chytridiomycetes_1	has_instance	enjoyment_1	-1	CS	1.0	0.0	0.71
artiodactyla_1	has_instance	dimension_1	-1	CS	1.0	0.0	0.68
capitulum_1	has_instance	dimension_1	-1	CS	1.0	0.0	0.45
chemical_science_1	type_of	axis_2	-1	CS	1.0	0.0	0.37
crest_4	type_of	axis_2	-1	CS	1.0	0.0	0.9
hit_12	domain_region	repaint_1	-1	CS	1.0	0.0	0.99
aggregate_2	domain_region	repaint_1	-1	CS	1.0	0.0	0.88
medical_specialty_1	has_instance	etropus_rimosus_1	-1	CS	1.0	0.0	0.44
aptenodytes_1	has_instance	etropus_rimosus_1	-1	CS	1.0	0.0	0.89
cell_nucleus_1	has_instance	graminales_1	-1	CS	1.0	0.0	0.55
dinoceras_1	has_instance	graminales_1	-1	CS	1.0	0.0	0.52
aventail_1	member_meronym	flowering_shrub_1	-1	CS	1.0	0.0	0.6
spot_5	member_meronym	flowering_shrub_1	-1	CS	1.0	0.0	0.59
food_2	subordinate_instance_of	continent_1	-1	CS	1.0	0.0	0.74
