technique	threshold	relation	metric	value
50changed	0.3	film__film__estimated_budget-measurement_unit__dated_money_value__currency	recall	None
50changed	0.3	film__film__estimated_budget-measurement_unit__dated_money_value__currency	f1	None
50changed	0.3	location__hud_foreclosure_area__estimated_number_of_mortgages-measurement_unit__dated_integer__source	precision	None
50changed	0.3	location__hud_foreclosure_area__estimated_number_of_mortgages-measurement_unit__dated_integer__source	recall	0.0
50changed	0.3	location__hud_foreclosure_area__estimated_number_of_mortgages-measurement_unit__dated_integer__source	f1	None
50changed	0.3	organization__membership_organization__members-organization__organization_membership__member	precision	1.0
50changed	0.3	organization__membership_organization__members-organization__organization_membership__member	recall	1.0
50changed	0.3	organization__membership_organization__members-organization__organization_membership__member	f1	1.0
50changed	0.3	olympics__olympic_sport__athletes-olympics__olympic_athlete_affiliation__country	precision	1.0
50changed	0.3	olympics__olympic_sport__athletes-olympics__olympic_athlete_affiliation__country	recall	1.0
50changed	0.3	olympics__olympic_sport__athletes-olympics__olympic_athlete_affiliation__country	f1	1.0
50changed	0.3	people__person__spouse_s-people__marriage__type_of_union	precision	1.0
50changed	0.3	people__person__spouse_s-people__marriage__type_of_union	recall	1.0
50changed	0.3	people__person__spouse_s-people__marriage__type_of_union	f1	1.0
50changed	0.3	education__educational_institution__students_graduates-education__education__major_field_of_study	precision	0.0
50changed	0.3	education__educational_institution__students_graduates-education__education__major_field_of_study	recall	None
50changed	0.3	education__educational_institution__students_graduates-education__education__major_field_of_study	f1	None
50changed	0.3	award__award_winner__awards_won-award__award_honor__award	precision	None
50changed	0.3	award__award_winner__awards_won-award__award_honor__award	recall	None
50changed	0.3	award__award_winner__awards_won-award__award_honor__award	f1	None
50changed	0.3	award__award_nominee__award_nominations-award__award_nomination__award	precision	0.875
50changed	0.3	award__award_nominee__award_nominations-award__award_nomination__award	recall	1.0
50changed	0.3	award__award_nominee__award_nominations-award__award_nomination__award	f1	0.9333333333333333
50changed	0.3	celebrities__celebrity__sexual_orientation-celebrities__sexual_orientation_phase__sexual_orientation	precision	None
50changed	0.3	celebrities__celebrity__sexual_orientation-celebrities__sexual_orientation_phase__sexual_orientation	recall	None
50changed	0.3	celebrities__celebrity__sexual_orientation-celebrities__sexual_orientation_phase__sexual_orientation	f1	None
50changed	0.3	language__language_writing_system__languages	precision	None
50changed	0.3	language__language_writing_system__languages	recall	None
50changed	0.3	language__language_writing_system__languages	f1	None
50changed	0.3	tv__tv_actor__starring_roles-tv__regular_tv_appearance__series	precision	1.0
50changed	0.3	tv__tv_actor__starring_roles-tv__regular_tv_appearance__series	recall	1.0
50changed	0.3	tv__tv_actor__starring_roles-tv__regular_tv_appearance__series	f1	1.0
50changed	0.3	film__film_location__featured_in_films	precision	None
50changed	0.3	film__film_location__featured_in_films	recall	None
50changed	0.3	film__film_location__featured_in_films	f1	None
50changed	0.3	music__group_member__instruments_played	precision	1.0
50changed	0.3	music__group_member__instruments_played	recall	1.0
50changed	0.3	music__group_member__instruments_played	f1	1.0
50changed	0.3	location__location__people_born_here	precision	None
50changed	0.3	location__location__people_born_here	recall	0.0
50changed	0.3	location__location__people_born_here	f1	None
50changed	0.3	business__company_type__companies_of_this_type	precision	None
50changed	0.3	business__company_type__companies_of_this_type	recall	None
50changed	0.3	business__company_type__companies_of_this_type	f1	None
50changed	0.3	music__performance_role__regular_performances-music__group_membership__role	precision	0.0
50changed	0.3	music__performance_role__regular_performances-music__group_membership__role	recall	None
50changed	0.3	music__performance_role__regular_performances-music__group_membership__role	f1	None
50changed	0.3	film__film__runtime-film__film_cut__film_release_region	precision	None
50changed	0.3	film__film__runtime-film__film_cut__film_release_region	recall	None
50changed	0.3	film__film__runtime-film__film_cut__film_release_region	f1	None
50changed	0.3	common__annotation_category__annotations-common__webpage__topic	precision	None
50changed	0.3	common__annotation_category__annotations-common__webpage__topic	recall	0.0
50changed	0.3	common__annotation_category__annotations-common__webpage__topic	f1	None
50changed	0.3	people__person__profession	precision	0.7142857142857143
50changed	0.3	people__person__profession	recall	0.8333333333333334
50changed	0.3	people__person__profession	f1	0.7692307692307692
50changed	0.3	film__film_festival_event__films	precision	1.0
50changed	0.3	film__film_festival_event__films	recall	1.0
50changed	0.3	film__film_festival_event__films	f1	1.0
50changed	0.3	people__place_of_interment__interred_here	precision	None
50changed	0.3	people__place_of_interment__interred_here	recall	None
50changed	0.3	people__place_of_interment__interred_here	f1	None
50changed	0.3	media_common__netflix_genre__titles	precision	1.0
50changed	0.3	media_common__netflix_genre__titles	recall	1.0
50changed	0.3	media_common__netflix_genre__titles	f1	1.0
50changed	0.3	music__genre__artists	precision	None
50changed	0.3	music__genre__artists	recall	None
50changed	0.3	music__genre__artists	f1	None
50changed	0.3	base__aareas__schema__administrative_area__administrative_parent	precision	None
50changed	0.3	base__aareas__schema__administrative_area__administrative_parent	recall	None
50changed	0.3	base__aareas__schema__administrative_area__administrative_parent	f1	None
50changed	0.3	tv__special_tv_performance_type__starring_performances-tv__regular_tv_appearance__actor	precision	1.0
50changed	0.3	tv__special_tv_performance_type__starring_performances-tv__regular_tv_appearance__actor	recall	1.0
50changed	0.3	tv__special_tv_performance_type__starring_performances-tv__regular_tv_appearance__actor	f1	1.0
50changed	0.3	people__person__places_lived-people__place_lived__location	precision	1.0
50changed	0.3	people__person__places_lived-people__place_lived__location	recall	1.0
50changed	0.3	people__person__places_lived-people__place_lived__location	f1	1.0
50changed	0.3	film__film__other_crew-film__film_crew_gig__film_crew_role	precision	0.5
50changed	0.3	film__film__other_crew-film__film_crew_gig__film_crew_role	recall	1.0
50changed	0.3	film__film__other_crew-film__film_crew_gig__film_crew_role	f1	0.6666666666666666
50changed	0.3	education__educational_degree__people_with_this_degree-education__education__institution	precision	None
50changed	0.3	education__educational_degree__people_with_this_degree-education__education__institution	recall	None
50changed	0.3	education__educational_degree__people_with_this_degree-education__education__institution	f1	None
50changed	0.3	education__educational_institution__students_graduates-education__education__student	precision	0.0
50changed	0.3	education__educational_institution__students_graduates-education__education__student	recall	None
50changed	0.3	education__educational_institution__students_graduates-education__education__student	f1	None
50changed	0.3	award__award_nominated_work__award_nominations-award__award_nomination__award	precision	1.0
50changed	0.3	award__award_nominated_work__award_nominations-award__award_nomination__award	recall	1.0
50changed	0.3	award__award_nominated_work__award_nominations-award__award_nomination__award	f1	1.0
50changed	0.3	people__cause_of_death__people	precision	None
50changed	0.3	people__cause_of_death__people	recall	None
50changed	0.3	people__cause_of_death__people	f1	None
50changed	0.3	base__popstra__celebrity__dated-base__popstra__dated__participant	precision	1.0
50changed	0.3	base__popstra__celebrity__dated-base__popstra__dated__participant	recall	1.0
50changed	0.3	base__popstra__celebrity__dated-base__popstra__dated__participant	f1	1.0
50changed	0.3	location__location__containedby	precision	0.5
50changed	0.3	location__location__containedby	recall	1.0
50changed	0.3	location__location__containedby	f1	0.6666666666666666
50changed	0.3	film__production_company__films	precision	None
50changed	0.3	film__production_company__films	recall	None
50changed	0.3	film__production_company__films	f1	None
50changed	0.3	film__film_casting_director__films_casting_directed	precision	1.0
50changed	0.3	film__film_casting_director__films_casting_directed	recall	1.0
50changed	0.3	film__film_casting_director__films_casting_directed	f1	1.0
50changed	0.3	award__award_ceremony__awards_presented-award__award_honor__honored_for	precision	None
50changed	0.3	award__award_ceremony__awards_presented-award__award_honor__honored_for	recall	0.0
50changed	0.3	award__award_ceremony__awards_presented-award__award_honor__honored_for	f1	None
50changed	0.3	music__instrument__variation	precision	1.0
50changed	0.3	music__instrument__variation	recall	1.0
50changed	0.3	music__instrument__variation	f1	1.0
50changed	0.3	award__award_nominee__award_nominations-award__award_nomination__award_nominee	precision	1.0
50changed	0.3	award__award_nominee__award_nominations-award__award_nomination__award_nominee	recall	0.6
50changed	0.3	award__award_nominee__award_nominations-award__award_nomination__award_nominee	f1	0.7499999999999999
50changed	0.3	award__award_winner__awards_won-award__award_honor__ceremony	precision	1.0
50changed	0.3	award__award_winner__awards_won-award__award_honor__ceremony	recall	1.0
50changed	0.3	award__award_winner__awards_won-award__award_honor__ceremony	f1	1.0
50changed	0.3	film__film_job__films_with_this_crew_job-film__film_crew_gig__film	precision	1.0
50changed	0.3	film__film_job__films_with_this_crew_job-film__film_crew_gig__film	recall	1.0
50changed	0.3	film__film_job__films_with_this_crew_job-film__film_crew_gig__film	f1	1.0
50changed	0.3	sports__pro_athlete__teams-sports__sports_team_roster__team	precision	0.0
50changed	0.3	sports__pro_athlete__teams-sports__sports_team_roster__team	recall	0.0
50changed	0.3	sports__pro_athlete__teams-sports__sports_team_roster__team	f1	0.0
50changed	0.3	film__film__film_set_decoration_by	precision	1.0
50changed	0.3	film__film__film_set_decoration_by	recall	1.0
50changed	0.3	film__film__film_set_decoration_by	f1	1.0
50changed	0.3	award__award_category__nominees-award__award_nomination__nominated_for	precision	1.0
50changed	0.3	award__award_category__nominees-award__award_nomination__nominated_for	recall	1.0
50changed	0.3	award__award_category__nominees-award__award_nomination__nominated_for	f1	1.0
50changed	0.3	tv__tv_program__genre	precision	None
50changed	0.3	tv__tv_program__genre	recall	None
50changed	0.3	tv__tv_program__genre	f1	None
50changed	0.3	media_common__netflix_title__netflix_genres	precision	0.0
50changed	0.3	media_common__netflix_title__netflix_genres	recall	0.0
50changed	0.3	media_common__netflix_title__netflix_genres	f1	0.0
50changed	0.3	award__award_ceremony__awards_presented-award__award_honor__award_winner	precision	None
50changed	0.3	award__award_ceremony__awards_presented-award__award_honor__award_winner	recall	None
50changed	0.3	award__award_ceremony__awards_presented-award__award_honor__award_winner	f1	None
50changed	0.3	base__locations__continents__countries_within	precision	None
50changed	0.3	base__locations__continents__countries_within	recall	None
50changed	0.3	base__locations__continents__countries_within	f1	None
50changed	0.3	geography__island__body_of_water	precision	1.0
50changed	0.3	geography__island__body_of_water	recall	1.0
50changed	0.3	geography__island__body_of_water	f1	1.0
50changed	0.3	sports__sports_position__players-soccer__football_roster_position__team	precision	None
50changed	0.3	sports__sports_position__players-soccer__football_roster_position__team	recall	0.0
50changed	0.3	sports__sports_position__players-soccer__football_roster_position__team	f1	None
50changed	0.3	award__award_winner__awards_won-award__award_honor__award_winner	precision	0.6
50changed	0.3	award__award_winner__awards_won-award__award_honor__award_winner	recall	0.6
50changed	0.3	award__award_winner__awards_won-award__award_honor__award_winner	f1	0.6
50changed	0.3	base__eating__diets__people_who_follow_this_diet	precision	1.0
50changed	0.3	base__eating__diets__people_who_follow_this_diet	recall	1.0
50changed	0.3	base__eating__diets__people_who_follow_this_diet	f1	1.0
50changed	0.3	organization__organization__headquarters-location__mailing_address__state_province_region	precision	None
50changed	0.3	organization__organization__headquarters-location__mailing_address__state_province_region	recall	None
50changed	0.3	organization__organization__headquarters-location__mailing_address__state_province_region	f1	None
50changed	0.3	basketball__basketball_team__roster-basketball__basketball_roster_position__position	precision	None
50changed	0.3	basketball__basketball_team__roster-basketball__basketball_roster_position__position	recall	0.0
50changed	0.3	basketball__basketball_team__roster-basketball__basketball_roster_position__position	f1	None
50changed	0.3	media_common__dedicator__dedications-media_common__dedication__dedicated_to	precision	1.0
50changed	0.3	media_common__dedicator__dedications-media_common__dedication__dedicated_to	recall	1.0
50changed	0.3	media_common__dedicator__dedications-media_common__dedication__dedicated_to	f1	1.0
50changed	0.3	tv__tv_program__tv_producer-tv__tv_producer_term__producer_type	precision	1.0
50changed	0.3	tv__tv_program__tv_producer-tv__tv_producer_term__producer_type	recall	1.0
50changed	0.3	tv__tv_program__tv_producer-tv__tv_producer_term__producer_type	f1	1.0
50changed	0.3	common__topic__webpage-common__webpage__category	precision	1.0
50changed	0.3	common__topic__webpage-common__webpage__category	recall	1.0
50changed	0.3	common__topic__webpage-common__webpage__category	f1	1.0
50changed	0.3	tv__tv_program__regular_cast-tv__regular_tv_appearance__character	precision	None
50changed	0.3	tv__tv_program__regular_cast-tv__regular_tv_appearance__character	recall	0.0
50changed	0.3	tv__tv_program__regular_cast-tv__regular_tv_appearance__character	f1	None
50changed	0.3	food__food__nutrients-food__nutrition_fact__nutrient	precision	1.0
50changed	0.3	food__food__nutrients-food__nutrition_fact__nutrient	recall	1.0
50changed	0.3	food__food__nutrients-food__nutrition_fact__nutrient	f1	1.0
50changed	0.3	film__film_production_designer__films_production_designed	precision	1.0
50changed	0.3	film__film_production_designer__films_production_designed	recall	1.0
50changed	0.3	film__film_production_designer__films_production_designed	f1	1.0
50changed	0.3	sports__sports_position__players-sports__sports_team_roster__team	precision	None
50changed	0.3	sports__sports_position__players-sports__sports_team_roster__team	recall	None
50changed	0.3	sports__sports_position__players-sports__sports_team_roster__team	f1	None
50changed	0.3	education__field_of_study__students_majoring-education__education__institution	precision	0.5
50changed	0.3	education__field_of_study__students_majoring-education__education__institution	recall	0.5
50changed	0.3	education__field_of_study__students_majoring-education__education__institution	f1	0.5
50changed	0.3	award__award_category__winners-award__award_honor__honored_for	precision	1.0
50changed	0.3	award__award_category__winners-award__award_honor__honored_for	recall	1.0
50changed	0.3	award__award_category__winners-award__award_honor__honored_for	f1	1.0
50changed	0.3	government__political_district__representatives-government__government_position_held__legislative_sessions	precision	1.0
50changed	0.3	government__political_district__representatives-government__government_position_held__legislative_sessions	recall	1.0
50changed	0.3	government__political_district__representatives-government__government_position_held__legislative_sessions	f1	1.0
50changed	0.3	symbols__name_source__namesakes	precision	1.0
50changed	0.3	symbols__name_source__namesakes	recall	1.0
50changed	0.3	symbols__name_source__namesakes	f1	1.0
50changed	0.3	music__instrument__instrumentalists	precision	0.5
50changed	0.3	music__instrument__instrumentalists	recall	1.0
50changed	0.3	music__instrument__instrumentalists	f1	0.6666666666666666
50changed	0.3	macro-average	precision	0.784052333804809
50changed	0.3	macro-average	recall	0.8117845117845117
50changed	0.3	macro-average	f1	0.9041569541569539
50changed	0.3	micro-average	precision	0.8024691358024691
50changed	0.3	micro-average	recall	0.8125
50changed	0.3	micro-average	f1	0.8074534161490683
allno	0.3	film__film__executive_produced_by	precision	None
allno	0.3	film__film__executive_produced_by	recall	None
allno	0.3	film__film__executive_produced_by	f1	None
allno	0.3	soccer__football_team__current_roster-sports__sports_team_roster__position	precision	None
allno	0.3	soccer__football_team__current_roster-sports__sports_team_roster__position	recall	None
allno	0.3	soccer__football_team__current_roster-sports__sports_team_roster__position	f1	None
allno	0.3	influence__influence_node__peers-influence__peer_relationship__peers	precision	None
allno	0.3	influence__influence_node__peers-influence__peer_relationship__peers	recall	None
allno	0.3	influence__influence_node__peers-influence__peer_relationship__peers	f1	None
allno	0.3	tv__tv_program__regular_cast-tv__regular_tv_appearance__actor	precision	None
allno	0.3	tv__tv_program__regular_cast-tv__regular_tv_appearance__actor	recall	None
allno	0.3	tv__tv_program__regular_cast-tv__regular_tv_appearance__actor	f1	None
allno	0.3	film__film__production_companies	precision	None
allno	0.3	film__film__production_companies	recall	0.0
allno	0.3	film__film__production_companies	f1	None
allno	0.3	olympics__olympic_participating_country__athletes-olympics__olympic_athlete_affiliation__sport	precision	None
allno	0.3	olympics__olympic_participating_country__athletes-olympics__olympic_athlete_affiliation__sport	recall	None
allno	0.3	olympics__olympic_participating_country__athletes-olympics__olympic_athlete_affiliation__sport	f1	None
allno	0.3	location__hud_foreclosure_area__hhuniv-measurement_unit__dated_integer__source	precision	None
allno	0.3	location__hud_foreclosure_area__hhuniv-measurement_unit__dated_integer__source	recall	0.0
allno	0.3	location__hud_foreclosure_area__hhuniv-measurement_unit__dated_integer__source	f1	None
allno	0.3	aviation__airline__hubs	precision	None
allno	0.3	aviation__airline__hubs	recall	0.0
allno	0.3	aviation__airline__hubs	f1	None
allno	0.3	award__award_nominated_work__award_nominations-award__award_nomination__award_nominee	precision	0.3333333333333333
allno	0.3	award__award_nominated_work__award_nominations-award__award_nomination__award_nominee	recall	0.2
allno	0.3	award__award_nominated_work__award_nominations-award__award_nomination__award_nominee	f1	0.25
allno	0.3	music__record_label__artist	precision	None
allno	0.3	music__record_label__artist	recall	0.0
allno	0.3	music__record_label__artist	f1	None
allno	0.3	film__actor__film-film__performance__film	precision	None
allno	0.3	film__actor__film-film__performance__film	recall	0.0
allno	0.3	film__actor__film-film__performance__film	f1	None
allno	0.3	time__time_zone__locations_in_this_time_zone	precision	None
allno	0.3	time__time_zone__locations_in_this_time_zone	recall	0.0
allno	0.3	time__time_zone__locations_in_this_time_zone	f1	None
allno	0.3	film__film__starring-film__performance__actor	precision	None
allno	0.3	film__film__starring-film__performance__actor	recall	0.0
allno	0.3	film__film__starring-film__performance__actor	f1	None
allno	0.3	base__petbreeds__city_with_dogs__top_breeds-base__petbreeds__dog_city_relationship__dog_breed	precision	None
allno	0.3	base__petbreeds__city_with_dogs__top_breeds-base__petbreeds__dog_city_relationship__dog_breed	recall	0.0
allno	0.3	base__petbreeds__city_with_dogs__top_breeds-base__petbreeds__dog_city_relationship__dog_breed	f1	None
allno	0.3	people__deceased_person__place_of_death	precision	None
allno	0.3	people__deceased_person__place_of_death	recall	0.0
allno	0.3	people__deceased_person__place_of_death	f1	None
allno	0.3	sports__sports_position__players-baseball__baseball_roster_position__team	precision	None
allno	0.3	sports__sports_position__players-baseball__baseball_roster_position__team	recall	0.0
allno	0.3	sports__sports_position__players-baseball__baseball_roster_position__team	f1	None
allno	0.3	award__award_winning_work__awards_won-award__award_honor__ceremony	precision	None
allno	0.3	award__award_winning_work__awards_won-award__award_honor__ceremony	recall	0.0
allno	0.3	award__award_winning_work__awards_won-award__award_honor__ceremony	f1	None
allno	0.3	tv__tv_genre__programs	precision	None
allno	0.3	tv__tv_genre__programs	recall	None
allno	0.3	tv__tv_genre__programs	f1	None
allno	0.3	people__marriage_union_type__unions_of_this_type-people__marriage__spouse	precision	None
allno	0.3	people__marriage_union_type__unions_of_this_type-people__marriage__spouse	recall	None
allno	0.3	people__marriage_union_type__unions_of_this_type-people__marriage__spouse	f1	None
allno	0.3	music__genre__parent_genre	precision	None
allno	0.3	music__genre__parent_genre	recall	0.0
allno	0.3	music__genre__parent_genre	f1	None
allno	0.3	film__film_distributor__films_distributed-film__film_film_distributor_relationship__film	precision	None
allno	0.3	film__film_distributor__films_distributed-film__film_film_distributor_relationship__film	recall	0.0
allno	0.3	film__film_distributor__films_distributed-film__film_film_distributor_relationship__film	f1	None
allno	0.3	olympics__olympic_participating_country__olympics_participated_in	precision	None
allno	0.3	olympics__olympic_participating_country__olympics_participated_in	recall	None
allno	0.3	olympics__olympic_participating_country__olympics_participated_in	f1	None
allno	0.3	base__popstra__celebrity__vacations_in-base__popstra__vacation_choice__location	precision	None
allno	0.3	base__popstra__celebrity__vacations_in-base__popstra__vacation_choice__location	recall	0.0
allno	0.3	base__popstra__celebrity__vacations_in-base__popstra__vacation_choice__location	f1	None
allno	0.3	film__film__distributors-film__film_film_distributor_relationship__distributor	precision	None
allno	0.3	film__film__distributors-film__film_film_distributor_relationship__distributor	recall	0.0
allno	0.3	film__film__distributors-film__film_film_distributor_relationship__distributor	f1	None
allno	0.3	award__award_winner__awards_won-award__award_honor__honored_for	precision	None
allno	0.3	award__award_winner__awards_won-award__award_honor__honored_for	recall	None
allno	0.3	award__award_winner__awards_won-award__award_honor__honored_for	f1	None
allno	0.3	award__award_category__nominees-award__award_nomination__award_nominee	precision	None
allno	0.3	award__award_category__nominees-award__award_nomination__award_nominee	recall	0.0
allno	0.3	award__award_category__nominees-award__award_nomination__award_nominee	f1	None
allno	0.3	influence__influence_node__influenced_by	precision	None
allno	0.3	influence__influence_node__influenced_by	recall	0.0
allno	0.3	influence__influence_node__influenced_by	f1	None
allno	0.3	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__olympics	precision	None
allno	0.3	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__olympics	recall	0.0
allno	0.3	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__olympics	f1	None
allno	0.3	military__military_conflict__commanders-military__military_command__military_commander	precision	None
allno	0.3	military__military_conflict__commanders-military__military_command__military_commander	recall	0.0
allno	0.3	military__military_conflict__commanders-military__military_command__military_commander	f1	None
allno	0.3	music__performance_role__regular_performances-music__group_membership__group	precision	None
allno	0.3	music__performance_role__regular_performances-music__group_membership__group	recall	0.0
allno	0.3	music__performance_role__regular_performances-music__group_membership__group	f1	None
allno	0.3	music__genre__subgenre	precision	None
allno	0.3	music__genre__subgenre	recall	0.0
allno	0.3	music__genre__subgenre	f1	None
allno	0.3	tv__tv_program__recurring_writers-tv__tv_program_writer_relationship__writer	precision	None
allno	0.3	tv__tv_program__recurring_writers-tv__tv_program_writer_relationship__writer	recall	0.0
allno	0.3	tv__tv_program__recurring_writers-tv__tv_program_writer_relationship__writer	f1	None
allno	0.3	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__medal	precision	None
allno	0.3	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__medal	recall	None
allno	0.3	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__medal	f1	None
allno	0.3	award__award_nominee__award_nominations-award__award_nomination__nominated_for	precision	None
allno	0.3	award__award_nominee__award_nominations-award__award_nomination__nominated_for	recall	0.0
allno	0.3	award__award_nominee__award_nominations-award__award_nomination__nominated_for	f1	None
allno	0.3	music__artist__label	precision	None
allno	0.3	music__artist__label	recall	0.0
allno	0.3	music__artist__label	f1	None
allno	0.3	soccer__football_team__current_roster-soccer__football_roster_position__position	precision	None
allno	0.3	soccer__football_team__current_roster-soccer__football_roster_position__position	recall	None
allno	0.3	soccer__football_team__current_roster-soccer__football_roster_position__position	f1	None
allno	0.3	location__statistical_region__gdp_nominal-measurement_unit__dated_money_value__currency	precision	None
allno	0.3	location__statistical_region__gdp_nominal-measurement_unit__dated_money_value__currency	recall	None
allno	0.3	location__statistical_region__gdp_nominal-measurement_unit__dated_money_value__currency	f1	None
allno	0.3	american_football__football_player__former_teams-sports__sports_team_roster__team	precision	None
allno	0.3	american_football__football_player__former_teams-sports__sports_team_roster__team	recall	None
allno	0.3	american_football__football_player__former_teams-sports__sports_team_roster__team	f1	None
allno	0.3	film__writer__film	precision	None
allno	0.3	film__writer__film	recall	None
allno	0.3	film__writer__film	f1	None
allno	0.3	film__film_genre__films_in_this_genre	precision	None
allno	0.3	film__film_genre__films_in_this_genre	recall	0.0
allno	0.3	film__film_genre__films_in_this_genre	f1	None
allno	0.3	government__legislative_session__members-government__government_position_held__legislative_sessions	precision	None
allno	0.3	government__legislative_session__members-government__government_position_held__legislative_sessions	recall	None
allno	0.3	government__legislative_session__members-government__government_position_held__legislative_sessions	f1	None
allno	0.3	military__military_conflict__combatants-military__military_combatant_group__combatants	precision	None
allno	0.3	military__military_conflict__combatants-military__military_combatant_group__combatants	recall	None
allno	0.3	military__military_conflict__combatants-military__military_combatant_group__combatants	f1	None
allno	0.3	music__musical_group__member-music__group_membership__role	precision	None
allno	0.3	music__musical_group__member-music__group_membership__role	recall	None
allno	0.3	music__musical_group__member-music__group_membership__role	f1	None
allno	0.3	location__location__time_zones	precision	None
allno	0.3	location__location__time_zones	recall	0.0
allno	0.3	location__location__time_zones	f1	None
allno	0.3	location__statistical_region__religions-location__religion_percentage__religion	precision	None
allno	0.3	location__statistical_region__religions-location__religion_percentage__religion	recall	0.0
allno	0.3	location__statistical_region__religions-location__religion_percentage__religion	f1	None
allno	0.3	music__performance_role__track_performances-music__track_contribution__contributor	precision	None
allno	0.3	music__performance_role__track_performances-music__track_contribution__contributor	recall	None
allno	0.3	music__performance_role__track_performances-music__track_contribution__contributor	f1	None
allno	0.3	base__schemastaging__organization_extra__phone_number-base__schemastaging__phone_sandbox__contact_category	precision	None
allno	0.3	base__schemastaging__organization_extra__phone_number-base__schemastaging__phone_sandbox__contact_category	recall	0.0
allno	0.3	base__schemastaging__organization_extra__phone_number-base__schemastaging__phone_sandbox__contact_category	f1	None
allno	0.3	award__award_category__winners-award__award_honor__award_winner	precision	None
allno	0.3	award__award_category__winners-award__award_honor__award_winner	recall	None
allno	0.3	award__award_category__winners-award__award_honor__award_winner	f1	None
allno	0.3	music__performance_role__guest_performances-music__recording_contribution__performance_role	precision	None
allno	0.3	music__performance_role__guest_performances-music__recording_contribution__performance_role	recall	0.0
allno	0.3	music__performance_role__guest_performances-music__recording_contribution__performance_role	f1	None
allno	0.3	people__profession__people_with_this_profession	precision	None
allno	0.3	people__profession__people_with_this_profession	recall	0.0
allno	0.3	people__profession__people_with_this_profession	f1	None
allno	0.3	people__person__employment_history-business__employment_tenure__company	precision	None
allno	0.3	people__person__employment_history-business__employment_tenure__company	recall	0.0
allno	0.3	people__person__employment_history-business__employment_tenure__company	f1	None
allno	0.3	film__film__country	precision	None
allno	0.3	film__film__country	recall	0.0
allno	0.3	film__film__country	f1	None
allno	0.3	military__military_conflict__commanders-military__military_command__military_combatant	precision	None
allno	0.3	military__military_conflict__commanders-military__military_command__military_combatant	recall	0.0
allno	0.3	military__military_conflict__commanders-military__military_command__military_combatant	f1	None
allno	0.3	award__award_winning_work__awards_won-award__award_honor__award_winner	precision	None
allno	0.3	award__award_winning_work__awards_won-award__award_honor__award_winner	recall	None
allno	0.3	award__award_winning_work__awards_won-award__award_honor__award_winner	f1	None
allno	0.3	olympics__olympic_games__participating_countries	precision	None
allno	0.3	olympics__olympic_games__participating_countries	recall	0.0
allno	0.3	olympics__olympic_games__participating_countries	f1	None
allno	0.3	media_common__adaptation__adapted_from	precision	None
allno	0.3	media_common__adaptation__adapted_from	recall	0.0
allno	0.3	media_common__adaptation__adapted_from	f1	None
allno	0.3	people__person__education-education__education__institution	precision	None
allno	0.3	people__person__education-education__education__institution	recall	0.0
allno	0.3	people__person__education-education__education__institution	f1	None
allno	0.3	award__award_category__winners-award__award_honor__ceremony	precision	None
allno	0.3	award__award_category__winners-award__award_honor__ceremony	recall	None
allno	0.3	award__award_category__winners-award__award_honor__ceremony	f1	None
allno	0.3	film__film__genre	precision	None
allno	0.3	film__film__genre	recall	0.0
allno	0.3	film__film__genre	f1	None
allno	0.3	people__person__nationality	precision	None
allno	0.3	people__person__nationality	recall	0.0
allno	0.3	people__person__nationality	f1	None
allno	0.3	base__marchmadness__ncaa_basketball_tournament__seeds-base__marchmadness__ncaa_tournament_seed__team	precision	None
allno	0.3	base__marchmadness__ncaa_basketball_tournament__seeds-base__marchmadness__ncaa_tournament_seed__team	recall	None
allno	0.3	base__marchmadness__ncaa_basketball_tournament__seeds-base__marchmadness__ncaa_tournament_seed__team	f1	None
allno	0.3	base__popstra__celebrity__friendship-base__popstra__friendship__participant	precision	None
allno	0.3	base__popstra__celebrity__friendship-base__popstra__friendship__participant	recall	0.0
allno	0.3	base__popstra__celebrity__friendship-base__popstra__friendship__participant	f1	None
allno	0.3	location__location__events	precision	None
allno	0.3	location__location__events	recall	None
allno	0.3	location__location__events	f1	None
allno	0.3	film__film__film_format	precision	None
allno	0.3	film__film__film_format	recall	0.0
allno	0.3	film__film__film_format	f1	None
allno	0.3	location__location__contains	precision	None
allno	0.3	location__location__contains	recall	0.0
allno	0.3	location__location__contains	f1	None
allno	0.3	people__person__spouse_s-people__marriage__location_of_ceremony	precision	None
allno	0.3	people__person__spouse_s-people__marriage__location_of_ceremony	recall	None
allno	0.3	people__person__spouse_s-people__marriage__location_of_ceremony	f1	None
allno	0.3	location__administrative_division__country	precision	None
allno	0.3	location__administrative_division__country	recall	None
allno	0.3	location__administrative_division__country	f1	None
allno	0.3	people__person__gender	precision	None
allno	0.3	people__person__gender	recall	0.0
allno	0.3	people__person__gender	f1	None
allno	0.3	government__governmental_jurisdiction__governing_officials-government__government_position_held__legislative_sessions	precision	None
allno	0.3	government__governmental_jurisdiction__governing_officials-government__government_position_held__legislative_sessions	recall	None
allno	0.3	government__governmental_jurisdiction__governing_officials-government__government_position_held__legislative_sessions	f1	None
allno	0.3	film__film__release_date_s-film__film_regional_release_date__film_release_region	precision	None
